state,district,year,fire_count,frp_sum,log_dm
Punjab,Patiala,2016,5520.0,39269.13,8.616314282284044
Punjab,Patiala,2017,4342.0,26824.69,8.376320632534823
Punjab,Patiala,2018,4140.0,25873.47,8.328692583545568
Punjab,Patiala,2019,3326.0,22246.99,8.109826276018477
Punjab,Patiala,2020,5313.0,37479.57,8.57810012631976
Punjab,Patiala,2021,5378.0,37329.68,8.590257762273243
Punjab,Patiala,2022,3183.0,20462.12,8.065893546964274
Punjab,Patiala,2023,1680.0,9680.06,7.427144133408616
Punjab,Rupnagar,2012,538.0,3004.79,6.289715570908998
Punjab,Rupnagar,2013,516.0,2765.78,6.248042874508429
Punjab,Rupnagar,2014,413.0,2251.34,6.025865973825314
Punjab,Rupnagar,2015,406.0,2203.0099999999998,6.008813185442595
Punjab,Rupnagar,2016,614.0,3239.8,6.421622267806518
Punjab,Rupnagar,2017,271.0,1386.19,5.605802066295998
Punjab,Rupnagar,2018,88.0,422.66,4.48863636973214
Punjab,Rupnagar,2019,111.0,569.97,4.718498871295094
Punjab,Rupnagar,2020,226.0,1159.79,5.424950017481403
Punjab,Rupnagar,2021,409.0,2077.01,6.016157159698354
Punjab,Rupnagar,2022,276.0,1331.04,5.6240175061873385
Punjab,Rupnagar,2023,56.0,218.99,4.04305126783455
Punjab,Sahibzada Ajit Singh Nagar,2012,269.0,1134.36,5.598421958998375
Punjab,Sahibzada Ajit Singh Nagar,2013,237.0,1029.12,5.472270673671475
Punjab,Sahibzada Ajit Singh Nagar,2014,194.0,794.71,5.272999558563747
Punjab,Sahibzada Ajit Singh Nagar,2015,228.0,963.66,5.43372200355424
Punjab,Sahibzada Ajit Singh Nagar,2016,282.0,1247.97,5.645446897643238
Punjab,Sahibzada Ajit Singh Nagar,2017,207.0,901.98,5.337538079701318
Punjab,Sahibzada Ajit Singh Nagar,2018,185.0,691.61,5.225746673713202
Punjab,Sahibzada Ajit Singh Nagar,2019,165.0,599.55,5.111987788356544
Punjab,Sahibzada Ajit Singh Nagar,2020,231.0,998.67,5.44673737166631
Punjab,Sahibzada Ajit Singh Nagar,2021,296.0,1210.92,5.6937321388027
Punjab,Sahibzada Ajit Singh Nagar,2022,150.0,623.06,5.017279836814924
Punjab,Sahibzada Ajit Singh Nagar,2023,110.0,421.27,4.709530201312334
Punjab,Sangrur,2012,8888.0,64961.46,9.092569836241674
Punjab,Sangrur,2013,7746.0,56271.78,8.955060950631902
Punjab,Sangrur,2014,8649.0,70341.65,9.065314599925925
Punjab,Sangrur,2015,7269.0,50717.92,8.891511570527564
Punjab,Sangrur,2016,10108.0,74207.71,9.221181395154058
Punjab,Sangrur,2017,7446.0,47033.48,8.915566545710645
Punjab,Sangrur,2018,7530.0,50548.19,8.926783114101351
Punjab,Sangrur,2019,5450.0,39231.62,8.603554357064281
Punjab,Sangrur,2020,9523.0,69053.77,9.161570207606754
Punjab,Sangrur,2021,9073.0,71381.06,9.113168460223909
Punjab,Sangrur,2022,5463.0,39446.48,8.605936401250625
Punjab,Sangrur,2023,5185.0,34876.01,8.55371796609861
Punjab,Shahid Bhagat Singh Nagar,2012,1023.0,6180.89,6.931471805599453
Punjab,Shahid Bhagat Singh Nagar,2013,915.0,5289.84,6.82001636467413
Punjab,Shahid Bhagat Singh Nagar,2014,1045.0,6473.84,6.952728644624869
Punjab,Shahid Bhagat Singh Nagar,2015,757.0,3970.81,6.630683385642372
Punjab,Shahid Bhagat Singh Nagar,2016,1186.0,6727.36,7.079184394609668
Punjab,Shahid Bhagat Singh Nagar,2017,628.0,3034.58,6.444131256700441
Punjab,Shahid Bhagat Singh Nagar,2018,299.0,1558.96,5.703782474656201
Punjab,Shahid Bhagat Singh Nagar,2019,256.0,1361.8,5.54907608489522
Punjab,Shahid Bhagat Singh Nagar,2020,188.0,906.17,5.241747015059643
Punjab,Shahid Bhagat Singh Nagar,2021,519.0,2809.93,6.253828811575473
Punjab,Shahid Bhagat Singh Nagar,2022,252.0,1384.73,5.53338948872752
Punjab,Shahid Bhagat Singh Nagar,2023,227.0,1212.37,5.429345628954441
Punjab,Tarn Taran,2012,2481.0,14109.19,7.8168199657645525
Punjab,Tarn Taran,2013,2314.0,12825.0,7.747164966520335
Punjab,Tarn Taran,2014,2790.0,16539.46,7.934155233536322
Punjab,Tarn Taran,2015,2759.0,15462.58,7.9229859587111955
Punjab,Tarn Taran,2016,3915.0,21813.81,8.272826003650401
Punjab,Tarn Taran,2017,2911.0,16220.63,7.976595409316577
Punjab,Tarn Taran,2018,2568.0,14881.1,7.851271997109883
Punjab,Tarn Taran,2019,2905.0,18272.64,7.974532844130228
Punjab,Tarn Taran,2020,4479.0,27883.05,8.40737832540903
Punjab,Tarn Taran,2021,3899.0,24879.56,8.268731832117737
Punjab,Tarn Taran,2022,3065.0,18912.47,8.028129059431759
Punjab,Tarn Taran,2023,1634.0,9438.43,7.399398083331354
