state,district,year,iso_week,tmax_mean,tmin_mean,precip_sum,rain_days,dry_days,wind_max_mean,wind_calm_days,et0_sum,n_days
Haryana,Jhajjar,2016,44,30.099999999999998,16.357142857142858,0.0,0,7,9.62857142857143,5,26.64,7
Haryana,Jhajjar,2016,45,29.7,14.928571428571429,0.0,0,7,12.228571428571428,3,28.06,7
Haryana,Jhajjar,2016,46,27.514285714285712,13.914285714285715,0.0,0,7,11.171428571428573,4,24.51,7
Haryana,Jhajjar,2016,47,28.642857142857142,13.857142857142858,0.0,0,7,15.6,1,29.52,7
Haryana,Jhajjar,2016,48,27.400000000000002,12.799999999999999,0.0,0,3,11.666666666666666,1,10.85,3
Haryana,Jhajjar,2017,35,30.066666666666666,24.933333333333334,45.099999999999994,2,0,14.299999999999999,1,7.890000000000001,3
Haryana,Jhajjar,2017,36,33.51428571428571,25.099999999999998,7.6000000000000005,2,3,12.471428571428572,1,31.24,7
Haryana,Jhajjar,2017,37,34.642857142857146,25.842857142857145,0.8,0,6,12.785714285714286,2,30.77,7
Haryana,Jhajjar,2017,38,33.15714285714286,23.228571428571428,16.3,2,5,16.314285714285713,0,29.96,7
Haryana,Jhajjar,2017,39,36.614285714285714,23.542857142857144,0.0,0,7,13.4,0,34.61,7
Haryana,Jhajjar,2017,40,36.84285714285714,22.285714285714285,0.0,0,7,15.071428571428571,1,37.95,7
Haryana,Jhajjar,2017,41,35.614285714285714,22.014285714285712,0.0,0,7,10.485714285714286,4,32.29,7
Haryana,Jhajjar,2017,42,35.32857142857143,19.657142857142855,0.0,0,7,11.9,3,32.36,7
Haryana,Jhajjar,2017,43,32.51428571428571,18.114285714285714,0.0,0,7,12.299999999999999,1,28.7,7
Haryana,Jhajjar,2017,44,30.342857142857145,17.928571428571427,0.0,0,7,9.228571428571428,4,24.04,7
Haryana,Jhajjar,2017,45,29.042857142857144,15.985714285714286,0.0,0,7,9.328571428571427,7,21.99,7
Haryana,Jhajjar,2017,46,26.085714285714285,15.814285714285715,0.7,0,6,12.799999999999999,0,20.23,7
Haryana,Jhajjar,2017,47,24.385714285714283,10.299999999999999,0.0,0,7,12.985714285714286,0,22.91,7
Haryana,Jhajjar,2017,48,25.875,10.0,0.0,0,4,11.375,1,11.65,4
Haryana,Jhajjar,2018,35,31.6,25.8,16.6,1,0,11.3,0,6.03,2
Haryana,Jhajjar,2018,36,31.514285714285712,25.228571428571428,26.2,5,0,15.200000000000001,1,24.47,7
Haryana,Jhajjar,2018,37,32.81428571428571,24.814285714285713,0.8,0,5,14.471428571428572,0,32.39,7
Haryana,Jhajjar,2018,38,32.42857142857143,23.32857142857143,80.9,3,3,18.185714285714287,0,28.75,7
Haryana,Jhajjar,2018,39,31.342857142857145,21.957142857142856,15.9,1,6,13.4,3,27.1,7
Haryana,Jhajjar,2018,40,33.5,20.7,0.2,0,7,11.228571428571428,2,30.57,7
Haryana,Jhajjar,2018,41,31.785714285714285,19.657142857142855,1.5,0,5,12.799999999999999,2,29.64,7
Haryana,Jhajjar,2018,42,32.55714285714286,18.82857142857143,0.0,0,7,11.885714285714286,1,29.14,7
Haryana,Jhajjar,2018,43,31.071428571428573,16.357142857142858,0.0,0,7,10.842857142857143,2,28.09,7
Haryana,Jhajjar,2018,44,29.97142857142857,17.271428571428572,0.0,0,7,12.242857142857144,3,25.08,7
Haryana,Jhajjar,2018,45,27.457142857142856,13.614285714285714,0.0,0,7,10.428571428571429,5,23.77,7
Haryana,Jhajjar,2018,46,27.571428571428573,14.785714285714286,4.1,1,4,14.22857142857143,1,20.88,7
Haryana,Jhajjar,2018,47,27.02857142857143,13.37142857142857,0.2,0,6,13.657142857142858,2,22.22,7
Haryana,Jhajjar,2018,48,25.98,12.6,0.0,0,5,10.66,2,13.08,5
Haryana,Jind,2012,35,32.85,25.1,13.8,2,0,9.850000000000001,1,7.73,2
Haryana,Jind,2012,36,30.47142857142857,25.24285714285714,43.8,6,0,18.657142857142855,1,25.15,7
Haryana,Jind,2012,37,31.842857142857145,25.17142857142857,39.1,5,0,10.314285714285715,4,23.43,7
Haryana,Jind,2012,38,30.642857142857142,22.214285714285715,11.3,2,4,11.314285714285715,1,27.75,7
Haryana,Jind,2012,39,31.82857142857143,19.928571428571427,0.0,0,7,11.814285714285715,1,32.339999999999996,7
Haryana,Jind,2012,40,32.82857142857143,19.5,0.0,0,7,10.799999999999999,1,32.49,7
Haryana,Jind,2012,41,31.900000000000002,17.928571428571427,0.4,0,6,10.700000000000001,2,31.63,7
Haryana,Jind,2012,42,30.214285714285715,17.385714285714286,0.9,0,6,10.442857142857141,6,27.33,7
Haryana,Jind,2012,43,27.67142857142857,15.042857142857143,9.3,1,5,10.271428571428572,4,25.759999999999998,7
Haryana,Jind,2012,44,28.385714285714283,15.685714285714287,0.0,0,7,9.671428571428573,4,25.26,7
Haryana,Jind,2012,45,27.82857142857143,14.4,1.8,1,6,9.971428571428572,3,23.740000000000002,7
Haryana,Jind,2012,46,26.314285714285713,13.114285714285714,0.0,0,7,10.414285714285715,3,22.16,7
Haryana,Jind,2012,47,25.185714285714287,11.271428571428572,0.0,0,7,11.571428571428571,2,22.32,7
Haryana,Jind,2012,48,23.84,10.22,0.2,0,4,11.4,1,14.71,5
Haryana,Jind,2013,35,33.3,26.1,0.0,0,1,15.0,0,4.76,1
Haryana,Jind,2013,36,33.42857142857143,25.3,0.4,0,5,15.014285714285714,1,35.93,7
Haryana,Jind,2013,37,33.72857142857143,24.642857142857142,3.6,1,1,9.957142857142857,3,32.620000000000005,7
Haryana,Jind,2013,38,32.957142857142856,23.52857142857143,36.0,3,3,14.671428571428573,0,30.19,7
Haryana,Jind,2013,39,31.742857142857144,24.599999999999998,29.5,5,1,9.071428571428571,4,26.07,7
Haryana,Jind,2013,40,30.085714285714285,22.842857142857145,15.0,3,3,10.985714285714284,2,24.14,7
Haryana,Jind,2013,41,29.985714285714288,23.228571428571428,8.0,3,3,12.0,2,22.09,7
Haryana,Jind,2013,42,31.142857142857142,20.014285714285712,3.5,1,5,9.314285714285715,5,27.89,7
Haryana,Jind,2013,43,29.928571428571427,18.0,0.0,0,7,9.485714285714286,4,26.759999999999998,7
Haryana,Jind,2013,44,29.12857142857143,16.314285714285713,0.0,0,7,11.971428571428572,1,27.6,7
Haryana,Jind,2013,45,25.599999999999998,13.971428571428572,9.100000000000001,1,5,11.042857142857143,3,22.31,7
Haryana,Jind,2013,46,25.085714285714285,10.585714285714285,0.0,0,7,11.157142857142857,1,24.14,7
Haryana,Jind,2013,47,26.071428571428573,11.299999999999999,0.0,0,7,11.857142857142858,1,23.14,7
Haryana,Jind,2013,48,26.900000000000002,12.966666666666667,0.0,0,6,15.283333333333333,0,21.74,6
Haryana,Jind,2014,36,31.157142857142855,25.085714285714285,50.1,5,0,20.37142857142857,1,24.39,7
Haryana,Jind,2014,37,31.7,24.428571428571427,28.9,4,1,9.6,5,26.7,7
Haryana,Jind,2014,38,33.67142857142857,23.885714285714283,0.7,0,5,11.042857142857143,1,32.989999999999995,7
Haryana,Jind,2014,39,35.18571428571429,23.7,0.0,0,7,15.914285714285715,0,40.95,7
Haryana,Jind,2014,40,35.92857142857143,24.314285714285713,0.2,0,6,11.257142857142856,1,34.29,7
Haryana,Jind,2014,41,34.6,22.5,3.9,1,5,12.171428571428573,2,35.22,7
Haryana,Jind,2014,42,29.47142857142857,17.67142857142857,15.7,1,6,9.885714285714286,3,28.28,7
Haryana,Jind,2014,43,31.1,19.2,3.0,2,5,9.957142857142857,4,27.299999999999997,7
Haryana,Jind,2014,44,29.75714285714286,17.271428571428572,2.9,1,6,11.62857142857143,2,27.85,7
Haryana,Jind,2014,45,30.0,17.714285714285715,0.0,0,7,12.785714285714286,1,28.36,7
Haryana,Jind,2014,46,27.142857142857142,12.414285714285715,0.0,0,7,12.385714285714286,0,28.119999999999997,7
Haryana,Jind,2014,47,26.62857142857143,11.171428571428573,0.0,0,7,11.285714285714286,1,24.87,7
Haryana,Jind,2014,48,26.82857142857143,12.771428571428572,0.0,0,7,11.5,3,22.8,7
Haryana,Jind,2015,36,34.5,23.933333333333334,0.0,0,6,15.416666666666666,0,32.71,6
Haryana,Jind,2015,37,35.22857142857143,22.928571428571427,0.0,0,7,13.357142857142858,0,38.25,7
Haryana,Jind,2015,38,34.25714285714286,24.457142857142856,10.4,3,4,12.071428571428571,2,32.17,7
Haryana,Jind,2015,39,32.0,23.457142857142856,19.5,3,4,14.142857142857142,1,28.55,7
Haryana,Jind,2015,40,34.67142857142857,19.857142857142858,0.0,0,7,12.314285714285715,1,36.91,7
Haryana,Jind,2015,41,36.32857142857143,21.657142857142855,0.0,0,7,13.914285714285715,0,37.35,7
Haryana,Jind,2015,42,33.68571428571429,21.957142857142856,9.1,2,5,12.671428571428569,2,30.42,7
Haryana,Jind,2015,43,32.74285714285714,19.442857142857143,2.1,1,5,11.814285714285715,2,31.83,7
Haryana,Jind,2015,44,28.97142857142857,16.557142857142857,6.5,1,4,10.285714285714286,4,25.75,7
Haryana,Jind,2015,45,28.571428571428573,17.385714285714283,2.8,1,5,11.328571428571427,3,23.21,7
Haryana,Jind,2015,46,29.085714285714285,16.842857142857145,1.0,0,6,12.642857142857142,1,26.18,7
Haryana,Jind,2015,47,27.599999999999998,12.928571428571429,0.0,0,7,11.657142857142857,2,25.71,7
Haryana,Jind,2015,48,26.0,13.385714285714286,0.0,0,7,13.685714285714285,1,21.22,7
Haryana,Jind,2015,49,26.0,13.3,0.0,0,1,8.4,1,2.62,1
Haryana,Jind,2016,35,31.900000000000002,24.775,3.5,1,2,14.225,1,17.310000000000002,4
Haryana,Jind,2016,36,33.714285714285715,25.442857142857143,0.0,0,7,15.442857142857141,0,38.09,7
Haryana,Jind,2016,37,35.042857142857144,25.014285714285712,0.0,0,7,10.471428571428572,4,35.269999999999996,7
Haryana,Jind,2016,38,34.67142857142857,25.228571428571428,3.7,1,3,12.114285714285714,3,32.25,7
Haryana,Jind,2016,39,35.142857142857146,25.214285714285715,1.5,1,6,9.1,5,30.95,7
Haryana,Jind,2016,40,34.15714285714286,23.957142857142856,12.6,1,4,9.742857142857144,4,28.46,7
Haryana,Jind,2016,41,34.871428571428574,19.642857142857142,0.0,0,7,12.485714285714286,0,38.62,7
Haryana,Jind,2016,42,34.55714285714286,19.142857142857142,0.0,0,7,13.799999999999999,0,37.61,7
Haryana,Jind,2016,43,32.81428571428572,17.928571428571427,0.0,0,7,12.157142857142857,2,32.74,7
Haryana,Jind,2016,44,30.614285714285717,16.485714285714288,0.0,0,7,10.185714285714285,5,27.46,7
Haryana,Jind,2016,45,30.042857142857144,15.642857142857142,0.0,0,7,13.171428571428573,1,28.560000000000002,7
Haryana,Jind,2016,46,28.12857142857143,14.228571428571428,0.0,0,7,11.828571428571427,4,26.26,7
Haryana,Jind,2016,47,29.285714285714285,14.357142857142858,0.0,0,7,16.157142857142855,0,29.92,7
Haryana,Jind,2016,48,27.7,13.333333333333334,0.0,0,3,12.1,1,10.860000000000001,3
Haryana,Jind,2017,35,29.766666666666666,24.3,23.200000000000003,3,0,13.966666666666667,1,8.46,3
Haryana,Jind,2017,36,32.728571428571435,24.614285714285717,9.0,2,3,11.428571428571429,1,30.68,7
Haryana,Jind,2017,37,33.65714285714286,24.442857142857143,0.3,0,6,11.385714285714286,1,30.12,7
Haryana,Jind,2017,38,32.142857142857146,22.185714285714287,33.0,2,5,13.271428571428572,1,27.92,7
Haryana,Jind,2017,39,34.65714285714286,22.457142857142856,0.0,0,7,10.014285714285714,4,31.55,7
Haryana,Jind,2017,40,34.98571428571429,20.97142857142857,0.0,0,7,11.585714285714285,1,32.84,7
Haryana,Jind,2017,41,34.18571428571429,21.071428571428573,0.0,0,7,9.6,4,29.759999999999998,7
Haryana,Jind,2017,42,33.68571428571428,18.557142857142857,0.1,0,7,11.685714285714287,2,29.78,7
Haryana,Jind,2017,43,31.12857142857143,17.142857142857142,0.0,0,7,10.685714285714285,4,27.259999999999998,7
Haryana,Jind,2017,44,29.014285714285712,17.014285714285712,0.0,0,7,8.085714285714285,7,21.6,7
Haryana,Jind,2017,45,27.771428571428572,16.157142857142855,0.0,0,7,9.128571428571428,7,19.86,7
Haryana,Jind,2017,46,25.057142857142857,14.771428571428572,0.6,0,6,12.928571428571429,2,18.25,7
Haryana,Jind,2017,47,24.014285714285712,10.057142857142859,0.0,0,7,13.014285714285714,0,20.990000000000002,7
Haryana,Jind,2017,48,24.975,9.5,0.0,0,4,11.125,1,10.7,4
Haryana,Jind,2018,35,31.05,26.049999999999997,27.4,2,0,10.3,1,5.67,2
Haryana,Jind,2018,36,31.514285714285712,25.37142857142857,25.7,6,1,13.157142857142857,1,23.619999999999997,7
Haryana,Jind,2018,37,32.72857142857143,24.885714285714283,1.7000000000000002,1,5,13.485714285714286,2,32.17,7
Haryana,Jind,2018,38,31.928571428571427,22.657142857142855,55.7,3,4,16.95714285714286,0,27.4,7
Haryana,Jind,2018,39,30.457142857142856,21.857142857142858,76.69999999999999,1,6,12.914285714285715,1,24.810000000000002,7
Haryana,Jind,2018,40,32.07142857142857,20.042857142857144,1.9,1,6,10.728571428571428,4,29.03,7
Haryana,Jind,2018,41,30.357142857142858,18.814285714285713,5.0,1,6,13.828571428571427,1,27.37,7
Haryana,Jind,2018,42,31.057142857142857,17.514285714285712,0.4,0,6,12.299999999999999,1,27.37,7
Haryana,Jind,2018,43,29.942857142857143,15.685714285714285,0.0,0,7,10.642857142857142,2,26.11,7
Haryana,Jind,2018,44,28.485714285714288,16.428571428571427,0.4,0,6,12.757142857142856,3,23.009999999999998,7
Haryana,Jind,2018,45,26.814285714285713,12.771428571428572,0.0,0,7,10.728571428571428,4,22.85,7
Haryana,Jind,2018,46,26.52857142857143,14.185714285714285,5.0,1,6,13.37142857142857,1,20.09,7
Haryana,Jind,2018,47,26.32857142857143,12.971428571428572,0.0,0,7,13.87142857142857,2,21.62,7
Haryana,Jind,2018,48,25.56,12.219999999999999,0.0,0,5,10.34,3,12.4,5
Haryana,Kaithal,2012,35,32.45,25.1,15.700000000000001,2,0,9.100000000000001,1,7.449999999999999,2
Haryana,Kaithal,2012,36,30.685714285714287,25.17142857142857,36.5,6,1,17.12857142857143,1,24.97,7
Haryana,Kaithal,2012,37,31.52857142857143,24.928571428571427,39.0,5,0,9.885714285714286,5,23.34,7
Haryana,Kaithal,2012,38,30.114285714285717,21.942857142857143,20.2,3,4,11.557142857142859,2,27.2,7
Haryana,Kaithal,2012,39,31.37142857142857,20.028571428571432,0.0,0,7,12.814285714285715,0,31.82,7
Haryana,Kaithal,2012,40,32.114285714285714,19.485714285714288,0.0,0,7,12.114285714285714,1,32.17,7
Haryana,Kaithal,2012,41,31.0,17.314285714285713,0.0,0,7,10.87142857142857,3,30.79,7
Haryana,Kaithal,2012,42,29.442857142857143,17.02857142857143,3.5,2,5,10.885714285714286,4,26.799999999999997,7
Haryana,Kaithal,2012,43,27.285714285714285,14.085714285714285,2.6,1,6,11.314285714285715,2,25.98,7
Haryana,Kaithal,2012,44,28.071428571428573,15.12857142857143,0.0,0,7,9.87142857142857,4,25.09,7
Haryana,Kaithal,2012,45,27.12857142857143,13.828571428571427,3.8,1,6,10.157142857142857,3,23.06,7
Haryana,Kaithal,2012,46,25.785714285714285,12.985714285714284,0.0,0,7,10.585714285714285,3,21.68,7
Haryana,Kaithal,2012,47,24.485714285714288,10.971428571428572,0.0,0,7,11.471428571428572,3,21.46,7
Haryana,Kaithal,2012,48,23.2,10.4,0.6,0,4,11.959999999999999,0,14.309999999999999,5
Haryana,Kaithal,2013,35,32.5,24.9,0.4,0,0,15.1,0,4.43,1
Haryana,Kaithal,2013,36,32.55714285714286,24.428571428571427,1.0,0,4,14.142857142857142,0,32.87,7
Haryana,Kaithal,2013,37,32.68571428571429,23.914285714285715,2.0,0,3,9.700000000000001,4,31.119999999999997,7
Haryana,Kaithal,2013,38,32.41428571428572,22.542857142857144,32.1,3,4,12.742857142857144,1,29.439999999999998,7
Haryana,Kaithal,2013,39,31.771428571428572,23.942857142857143,25.9,4,1,9.071428571428571,4,25.93,7
Haryana,Kaithal,2013,40,30.557142857142857,22.87142857142857,12.9,2,4,10.37142857142857,3,24.43,7
Haryana,Kaithal,2013,41,29.771428571428572,22.985714285714288,11.399999999999999,3,0,11.0,3,20.84,7
Haryana,Kaithal,2013,42,31.185714285714287,19.02857142857143,1.7,1,6,9.614285714285714,5,28.259999999999998,7
Haryana,Kaithal,2013,43,29.814285714285713,17.514285714285712,0.0,0,7,9.200000000000001,5,26.33,7
Haryana,Kaithal,2013,44,28.714285714285715,16.485714285714288,0.1,0,7,12.342857142857143,1,27.52,7
Haryana,Kaithal,2013,45,25.142857142857142,13.157142857142857,8.2,2,5,10.857142857142858,3,21.62,7
Haryana,Kaithal,2013,46,25.0,10.414285714285715,0.0,0,7,11.014285714285714,0,23.54,7
Haryana,Kaithal,2013,47,25.514285714285712,11.0,0.0,0,7,12.0,1,22.72,7
Haryana,Kaithal,2013,48,26.266666666666666,12.9,0.0,0,6,15.733333333333334,0,21.94,6
Haryana,Kaithal,2014,36,30.771428571428572,24.942857142857143,71.3,7,0,19.185714285714287,1,23.59,7
Haryana,Kaithal,2014,37,31.4,24.271428571428572,31.8,4,1,9.157142857142857,4,26.16,7
Haryana,Kaithal,2014,38,33.67142857142857,23.842857142857145,1.0,0,4,11.114285714285714,1,32.75,7
Haryana,Kaithal,2014,39,35.01428571428572,23.442857142857143,0.0,0,7,15.214285714285714,0,39.29,7
Haryana,Kaithal,2014,40,35.028571428571425,23.942857142857143,1.7000000000000002,1,6,11.957142857142857,1,31.81,7
Haryana,Kaithal,2014,41,34.41428571428572,22.014285714285712,2.6,1,6,11.700000000000001,2,34.54,7
Haryana,Kaithal,2014,42,29.52857142857143,17.442857142857143,18.7,1,6,9.814285714285715,3,28.13,7
Haryana,Kaithal,2014,43,30.814285714285713,18.714285714285715,3.6,1,4,9.614285714285714,5,26.45,7
Haryana,Kaithal,2014,44,29.414285714285715,16.928571428571427,0.8,0,6,11.185714285714285,3,28.02,7
Haryana,Kaithal,2014,45,29.685714285714287,17.5,0.0,0,7,13.414285714285715,1,28.68,7
Haryana,Kaithal,2014,46,27.157142857142855,12.457142857142857,0.0,0,7,12.685714285714285,0,28.11,7
Haryana,Kaithal,2014,47,26.599999999999998,11.257142857142856,0.0,0,7,11.685714285714285,0,25.17,7
Haryana,Kaithal,2014,48,26.514285714285712,12.5,0.0,0,7,11.985714285714286,3,22.89,7
Haryana,Kaithal,2015,36,33.25,23.833333333333332,0.0,0,6,15.533333333333331,0,30.69,6
Haryana,Kaithal,2015,37,33.92857142857143,22.12857142857143,0.0,0,7,14.1,0,36.89,7
Haryana,Kaithal,2015,38,33.042857142857144,23.728571428571428,11.899999999999999,3,4,10.942857142857141,2,30.15,7
Haryana,Kaithal,2015,39,30.75714285714286,22.585714285714285,30.5,2,3,14.285714285714286,2,26.17,7
Haryana,Kaithal,2015,40,32.92857142857143,19.557142857142857,0.0,0,7,12.514285714285714,1,34.53,7
Haryana,Kaithal,2015,41,34.714285714285715,20.74285714285714,0.0,0,7,12.714285714285714,2,34.9,7
Haryana,Kaithal,2015,42,32.32857142857143,21.557142857142857,4.9,1,4,12.700000000000001,2,28.92,7
Haryana,Kaithal,2015,43,31.885714285714283,18.82857142857143,4.0,1,4,12.614285714285714,1,30.97,7
Haryana,Kaithal,2015,44,27.985714285714288,15.957142857142857,15.799999999999999,1,6,10.299999999999999,4,24.72,7
Haryana,Kaithal,2015,45,27.614285714285717,16.357142857142858,2.6,1,5,10.728571428571428,4,21.669999999999998,7
Haryana,Kaithal,2015,46,27.885714285714283,16.114285714285714,0.0,0,7,13.6,0,25.03,7
Haryana,Kaithal,2015,47,26.614285714285717,12.114285714285714,0.0,0,7,11.957142857142857,1,23.77,7
Haryana,Kaithal,2015,48,25.400000000000002,13.200000000000001,0.3,0,6,13.257142857142856,1,20.05,7
Haryana,Kaithal,2015,49,25.7,14.0,0.0,0,1,7.9,1,2.42,1
Haryana,Kaithal,2016,35,31.700000000000003,24.675,3.6,1,2,14.025,1,16.96,4
Haryana,Kaithal,2016,36,34.285714285714285,25.74285714285714,0.2,0,6,14.285714285714286,0,37.08,7
Haryana,Kaithal,2016,37,35.42857142857143,24.7,0.3,0,6,10.12857142857143,4,34.81,7
Haryana,Kaithal,2016,38,34.42857142857143,24.82857142857143,3.0999999999999996,1,3,11.528571428571428,4,30.63,7
Haryana,Kaithal,2016,39,34.971428571428575,24.97142857142857,1.8,1,4,9.771428571428572,3,29.919999999999998,7
Haryana,Kaithal,2016,40,34.72857142857143,23.885714285714283,9.100000000000001,2,4,10.214285714285714,2,29.73,7
Haryana,Kaithal,2016,41,34.9,19.62857142857143,0.0,0,7,13.328571428571427,0,39.28,7
Haryana,Kaithal,2016,42,34.214285714285715,19.071428571428573,0.0,0,7,13.014285714285714,0,36.31,7
Haryana,Kaithal,2016,43,32.028571428571425,17.87142857142857,0.0,0,7,12.557142857142859,2,32.07,7
Haryana,Kaithal,2016,44,30.142857142857142,16.185714285714287,0.0,0,7,10.357142857142858,4,26.72,7
Haryana,Kaithal,2016,45,29.385714285714283,15.299999999999999,0.1,0,7,13.314285714285715,2,27.84,7
Haryana,Kaithal,2016,46,27.74285714285714,13.757142857142856,0.0,0,7,12.085714285714285,3,25.72,7
Haryana,Kaithal,2016,47,28.67142857142857,14.457142857142857,0.0,0,7,16.685714285714287,0,29.23,7
Haryana,Kaithal,2016,48,26.833333333333332,12.833333333333334,0.0,0,3,12.166666666666666,1,10.15,3
Haryana,Kaithal,2017,35,29.433333333333334,24.099999999999998,30.099999999999998,3,0,12.200000000000001,1,8.39,3
Haryana,Kaithal,2017,36,32.0,24.37142857142857,5.5,2,3,12.657142857142857,0,29.41,7
Haryana,Kaithal,2017,37,32.65714285714286,23.8,0.0,0,7,12.985714285714286,0,30.560000000000002,7
Haryana,Kaithal,2017,38,31.342857142857145,21.957142857142856,26.1,2,5,11.7,1,26.48,7
Haryana,Kaithal,2017,39,33.08571428571428,21.942857142857143,0.0,0,7,10.814285714285715,3,30.76,7
Haryana,Kaithal,2017,40,33.285714285714285,20.62857142857143,0.0,0,7,11.157142857142857,2,31.97,7
Haryana,Kaithal,2017,41,32.885714285714286,20.585714285714285,0.0,0,7,9.014285714285714,4,28.68,7
Haryana,Kaithal,2017,42,32.471428571428575,18.228571428571428,0.0,0,7,11.014285714285714,2,28.84,7
Haryana,Kaithal,2017,43,30.02857142857143,16.314285714285713,0.0,0,7,10.271428571428572,4,25.38,7
Haryana,Kaithal,2017,44,28.214285714285715,16.057142857142857,0.0,0,7,8.242857142857144,7,20.58,7
Haryana,Kaithal,2017,45,27.12857142857143,14.957142857142857,0.0,0,7,9.171428571428573,7,19.15,7
Haryana,Kaithal,2017,46,24.428571428571427,14.342857142857143,1.9000000000000001,0,4,13.171428571428573,0,17.51,7
Haryana,Kaithal,2017,47,23.271428571428572,10.028571428571428,0.0,0,7,13.657142857142857,0,20.28,7
Haryana,Kaithal,2017,48,23.95,9.525,0.0,0,4,11.7,1,10.16,4
Haryana,Kaithal,2018,35,30.65,26.2,17.8,2,0,10.65,1,5.05,2
Haryana,Kaithal,2018,36,31.0,25.271428571428572,39.2,6,0,11.242857142857144,3,22.22,7
Haryana,Kaithal,2018,37,32.05714285714286,24.571428571428573,1.6,0,5,11.071428571428571,4,30.78,7
Haryana,Kaithal,2018,38,30.8,22.32857142857143,69.9,3,4,17.3,0,26.55,7
Haryana,Kaithal,2018,39,30.12857142857143,21.75714285714286,84.89999999999999,2,5,12.814285714285715,1,24.14,7
Haryana,Kaithal,2018,40,31.671428571428574,19.914285714285715,0.0,0,7,10.928571428571429,3,29.58,7
Haryana,Kaithal,2018,41,29.728571428571428,18.62857142857143,5.1,2,5,14.0,2,26.84,7
Haryana,Kaithal,2018,42,30.24285714285714,16.928571428571427,0.0,0,7,10.271428571428572,2,26.62,7
Haryana,Kaithal,2018,43,29.314285714285713,15.042857142857143,0.0,0,7,11.471428571428572,3,25.990000000000002,7
Haryana,Kaithal,2018,44,27.74285714285714,16.014285714285716,2.8,2,5,13.4,3,22.12,7
Haryana,Kaithal,2018,45,26.142857142857142,12.942857142857145,0.0,0,7,10.957142857142857,4,22.0,7
Haryana,Kaithal,2018,46,25.814285714285713,13.571428571428571,6.8999999999999995,1,5,14.514285714285714,1,20.01,7
Haryana,Kaithal,2018,47,25.642857142857142,13.057142857142859,0.0,0,7,14.0,2,20.91,7
Haryana,Kaithal,2018,48,24.9,12.36,0.0,0,5,10.86,2,12.14,5
Haryana,Karnal,2012,35,32.0,25.0,11.600000000000001,2,0,8.649999999999999,1,7.0,2
Haryana,Karnal,2012,36,30.47142857142857,25.17142857142857,36.5,5,1,17.0,1,24.86,7
Haryana,Karnal,2012,37,31.485714285714284,24.97142857142857,34.4,6,0,10.085714285714285,4,22.43,7
Haryana,Karnal,2012,38,30.214285714285715,22.285714285714285,40.5,3,4,12.685714285714285,2,27.130000000000003,7
Haryana,Karnal,2012,39,31.314285714285713,20.67142857142857,0.0,0,7,14.185714285714285,0,32.26,7
Haryana,Karnal,2012,40,32.0,19.485714285714288,0.0,0,7,13.885714285714286,1,32.24,7
Haryana,Karnal,2012,41,30.914285714285715,17.47142857142857,0.0,0,7,10.914285714285715,3,30.49,7
Haryana,Karnal,2012,42,29.5,17.142857142857142,2.6,1,5,11.414285714285715,3,26.83,7
Haryana,Karnal,2012,43,27.357142857142858,14.614285714285714,0.8,0,6,12.2,3,26.57,7
Haryana,Karnal,2012,44,27.942857142857143,15.171428571428573,0.0,0,7,10.014285714285714,3,24.81,7
Haryana,Karnal,2012,45,27.0,13.857142857142858,1.0,0,5,11.214285714285714,2,23.12,7
Haryana,Karnal,2012,46,25.74285714285714,13.657142857142857,0.0,0,7,11.085714285714285,2,21.9,7
Haryana,Karnal,2012,47,24.514285714285712,11.485714285714286,0.0,0,7,11.957142857142857,3,21.96,7
Haryana,Karnal,2012,48,23.4,10.8,0.5,0,4,12.9,1,15.01,5
Haryana,Karnal,2013,35,32.1,24.9,0.7,0,0,15.8,0,4.34,1
Haryana,Karnal,2013,36,32.22857142857143,24.400000000000002,2.8,1,1,15.214285714285714,0,32.23,7
Haryana,Karnal,2013,37,32.300000000000004,23.728571428571428,3.2,1,2,9.985714285714286,5,30.5,7
Haryana,Karnal,2013,38,31.928571428571427,22.37142857142857,22.8,3,3,12.685714285714285,1,28.7,7
Haryana,Karnal,2013,39,31.414285714285715,23.900000000000002,25.900000000000002,4,0,9.271428571428572,4,25.3,7
Haryana,Karnal,2013,40,30.157142857142855,22.74285714285714,17.6,2,3,10.357142857142858,4,23.87,7
Haryana,Karnal,2013,41,29.357142857142858,22.87142857142857,9.799999999999999,2,1,10.771428571428572,4,19.64,7
Haryana,Karnal,2013,42,30.442857142857143,19.142857142857142,0.6,0,6,10.385714285714286,3,27.46,7
Haryana,Karnal,2013,43,29.114285714285717,17.4,0.0,0,7,9.342857142857143,6,25.43,7
Haryana,Karnal,2013,44,28.228571428571428,16.357142857142858,1.0,0,5,12.842857142857143,2,26.759999999999998,7
Haryana,Karnal,2013,45,25.099999999999998,13.257142857142856,3.3000000000000003,2,5,11.157142857142857,3,21.31,7
Haryana,Karnal,2013,46,24.814285714285713,11.185714285714285,0.0,0,7,11.314285714285715,0,23.44,7
Haryana,Karnal,2013,47,25.114285714285717,11.200000000000001,0.0,0,7,12.185714285714285,2,22.48,7
Haryana,Karnal,2013,48,25.983333333333334,13.433333333333332,0.0,0,6,17.216666666666665,1,23.06,6
Haryana,Karnal,2014,36,30.428571428571427,24.885714285714283,55.0,7,0,18.571428571428573,1,23.830000000000002,7
