state,district,year,iso_week,dm_kg,dm_tonnes
Haryana,Bhiwani,2017,48,125495.31080820045,125.49531080820044
Haryana,Bhiwani,2018,40,0.5802683577189867,0.0005802683577189867
Haryana,Bhiwani,2018,41,6.979275419265759,0.006979275419265759
Haryana,Bhiwani,2018,42,93.60604818365223,0.09360604818365223
Haryana,Bhiwani,2018,43,812.6933691467215,0.8126933691467214
Haryana,Bhiwani,2018,44,7807.018463786402,7.807018463786402
Haryana,Bhiwani,2018,45,139631.34140564906,139.63134140564907
Haryana,Bhiwani,2018,46,569034.8863810607,569.0348863810607
Haryana,Bhiwani,2018,47,472160.13748314715,472.16013748314714
Haryana,Bhiwani,2018,48,66070.71943666687,66.07071943666686
Haryana,Faridabad,2012,40,402.2334724009253,0.4022334724009253
Haryana,Faridabad,2012,41,1225.3715884558337,1.2253715884558338
Haryana,Faridabad,2012,42,2184.307305506766,2.184307305506766
Haryana,Faridabad,2012,43,3149.2875713505628,3.1492875713505626
Haryana,Faridabad,2012,44,5137.7346805737625,5.137734680573763
Haryana,Faridabad,2012,45,15657.631867047545,15.657631867047545
Haryana,Faridabad,2012,46,53194.65688716762,53.19465688716762
Haryana,Faridabad,2012,47,143155.19134304335,143.15519134304336
Haryana,Faridabad,2012,48,47097.25747559468,47.097257475594674
Haryana,Faridabad,2013,40,19735.113924018206,19.735113924018204
Haryana,Faridabad,2013,41,29165.382244066823,29.165382244066823
Haryana,Faridabad,2013,42,19344.995681726363,19.344995681726363
Haryana,Faridabad,2013,43,19417.986489413775,19.417986489413774
Haryana,Faridabad,2013,44,78630.54059517878,78.63054059517879
Haryana,Faridabad,2013,45,55324.12347470323,55.32412347470323
Haryana,Faridabad,2013,46,35614.908804349805,35.6149088043498
Haryana,Faridabad,2013,47,5808.31056236222,5.8083105623622195
Haryana,Faridabad,2013,48,929.2425479956277,0.9292425479956277
Haryana,Faridabad,2014,40,145.17317339543118,0.14517317339543118
Haryana,Faridabad,2014,41,1416.9892193590358,1.4169892193590359
Haryana,Faridabad,2014,42,1055.919457657235,1.055919457657235
Haryana,Faridabad,2014,43,2794.054894128036,2.7940548941280356
Haryana,Faridabad,2014,44,623938.5352284812,623.9385352284812
