state,district,year,wind_mean,wind_calm_days,precip_sum,rain_days,tmax_mean,et0_sum
Haryana,Jind,2019,12.837704918032788,11,65.8,6,28.965573770491805,203.29
Haryana,Jind,2020,11.808196721311475,21,29.9,3,29.360655737704917,236.71
Haryana,Jind,2021,12.724590163934426,11,27.6,4,28.485245901639342,205.19
Haryana,Jind,2022,13.044262295081968,16,25.7,4,28.657377049180326,202.03
Haryana,Jind,2023,11.87704918032787,21,21.6,3,28.38360655737705,196.96
Haryana,Jind,2024,10.1,36,0.0,0,29.718032786885246,202.23
Haryana,Kaithal,2015,12.085245901639345,17,27.6,4,29.536065573770493,231.94
Haryana,Kaithal,2016,12.544262295081968,15,10.5,3,31.3672131147541,265.22
Haryana,Kaithal,2017,10.781967213114754,27,1.9000000000000001,0,28.708196721311477,206.95
Haryana,Kaithal,2018,12.313114754098361,22,14.799999999999999,5,28.00983606557377,206.21
Haryana,Kaithal,2019,13.227868852459016,9,60.2,8,28.386885245901638,199.66
Haryana,Kaithal,2020,12.019672131147543,13,14.0,3,29.24426229508197,236.44
Haryana,Kaithal,2021,13.040983606557377,8,49.5,4,28.337704918032784,202.88
Haryana,Kaithal,2022,13.260655737704917,9,21.900000000000002,6,28.360655737704917,200.12
Haryana,Kaithal,2023,12.047540983606558,19,32.800000000000004,4,28.444262295081966,200.1
Haryana,Kaithal,2024,10.48688524590164,34,0.0,0,29.727868852459018,202.35999999999999
Haryana,Karnal,2015,12.37049180327869,18,25.7,4,29.52786885245902,232.29
Haryana,Karnal,2016,13.029508196721311,19,7.5,2,30.24590163934426,255.11
Haryana,Karnal,2017,10.814754098360657,26,0.1,0,28.342622950819674,206.27
Haryana,Karnal,2018,12.878688524590164,13,11.0,3,27.804918032786883,207.25
Haryana,Karnal,2019,12.778688524590164,16,52.0,8,28.24098360655738,202.27
Haryana,Karnal,2020,11.854098360655739,18,14.5,2,28.272131147540982,225.51
Haryana,Karnal,2021,12.708196721311475,14,68.8,4,28.30655737704918,202.88
Haryana,Karnal,2022,13.22622950819672,11,26.6,4,28.185245901639345,198.32
Haryana,Karnal,2023,11.916393442622951,24,42.8,5,28.813114754098358,206.25
Haryana,Karnal,2024,10.891803278688524,31,0.5,0,29.478688524590165,204.18
Haryana,Kurukshetra,2015,12.240983606557378,19,34.6,4,29.162295081967216,227.77
Haryana,Kurukshetra,2016,13.519672131147543,15,5.1,1,30.555737704918034,260.27
Haryana,Kurukshetra,2017,11.127868852459015,24,1.4000000000000001,1,28.359016393442623,205.22
Haryana,Kurukshetra,2018,12.898360655737704,15,21.1,6,27.536065573770493,202.84
Haryana,Kurukshetra,2019,13.598360655737705,11,62.9,10,27.90983606557377,198.56
Haryana,Kurukshetra,2020,12.336065573770492,12,14.8,3,28.347540983606557,227.22
Haryana,Kurukshetra,2021,13.029508196721311,12,62.7,3,27.950819672131146,194.82999999999998
Haryana,Kurukshetra,2022,13.732786885245902,9,33.1,7,28.242622950819673,195.74
Haryana,Kurukshetra,2023,12.583606557377049,14,15.7,4,28.41967213114754,198.04
Haryana,Kurukshetra,2024,10.931147540983606,29,0.3,0,29.186885245901642,197.98
Haryana,Mahendragarh,2015,12.69016393442623,14,15.5,5,31.337704918032784,268.46
Haryana,Mahendragarh,2016,12.363934426229509,13,15.200000000000001,2,31.404918032786885,274.73
Haryana,Mahendragarh,2017,11.919672131147541,13,2.1,0,31.265573770491805,256.59
Haryana,Mahendragarh,2018,13.270491803278688,6,0.7,0,30.991803278688526,248.24
Haryana,Mahendragarh,2019,12.81639344262295,13,30.3,6,30.19344262295082,221.13
Haryana,Mahendragarh,2020,12.652459016393442,10,20.200000000000003,3,30.75573770491803,262.73
Haryana,Mahendragarh,2021,12.577049180327869,13,20.4,2,29.80327868852459,236.78
Haryana,Mahendragarh,2022,12.59672131147541,11,45.4,2,29.034426229508195,221.68
Haryana,Mahendragarh,2023,13.47704918032787,13,53.599999999999994,4,30.359016393442623,239.6
Haryana,Mahendragarh,2024,11.49672131147541,21,0.0,0,31.504918032786886,241.01
Haryana,Mewat,2015,11.270491803278688,25,27.500000000000004,5,31.114754098360656,251.47
Haryana,Mewat,2016,12.104918032786886,18,17.5,3,31.404918032786885,268.59
Haryana,Mewat,2017,11.10327868852459,23,1.1,1,31.157377049180326,235.67
Haryana,Mewat,2018,11.116393442622952,23,2.1,1,29.544262295081968,214.05
Haryana,Mewat,2019,11.163934426229508,27,24.3,5,30.011475409836066,209.8
Haryana,Mewat,2020,12.427868852459017,11,14.7,3,30.677049180327867,249.83
Haryana,Mewat,2021,11.109836065573772,21,22.0,2,29.144262295081965,214.71
Haryana,Mewat,2022,12.047540983606558,22,127.5,6,28.70655737704918,204.89000000000001
Haryana,Mewat,2023,12.345901639344262,23,32.7,5,30.418032786885245,229.0
Haryana,Mewat,2024,10.116393442622952,38,1.0,0,30.747540983606555,216.66
Haryana,Palwal,2015,10.88032786885246,29,33.1,4,30.719672131147544,242.62
Haryana,Palwal,2016,11.888524590163936,24,14.0,3,31.13770491803279,260.46
Haryana,Palwal,2017,11.570491803278689,16,0.5,0,31.201639344262293,237.74
Haryana,Palwal,2018,11.095081967213114,28,3.1,1,29.3,213.21
Haryana,Palwal,2019,11.391803278688524,29,23.8,4,29.56393442622951,207.48
Haryana,Palwal,2020,12.770491803278688,9,8.6,3,30.516393442622952,252.51
Haryana,Palwal,2021,11.565573770491802,21,23.7,2,28.937704918032786,211.85
Haryana,Palwal,2022,12.631147540983607,18,122.5,5,28.549180327868854,202.03
Haryana,Palwal,2023,12.665573770491804,18,39.0,6,30.129508196721314,229.34
Haryana,Palwal,2024,10.673770491803278,33,0.0,0,30.30327868852459,215.83
Haryana,Panchkula,2015,11.024590163934427,25,11.3,5,27.708196721311477,213.23
Haryana,Panchkula,2016,12.583606557377049,20,13.0,5,28.413114754098363,238.01
Haryana,Panchkula,2017,13.927868852459017,13,0.2,0,28.58360655737705,231.19
Haryana,Panchkula,2018,14.037704918032786,16,10.799999999999999,3,27.062295081967214,220.41
Haryana,Panchkula,2019,13.385245901639344,15,34.1,5,26.19344262295082,191.56
Haryana,Panchkula,2020,14.02295081967213,15,16.5,4,28.698360655737705,246.93
Haryana,Panchkula,2021,14.401639344262295,12,85.0,4,27.559016393442622,210.99
Haryana,Panchkula,2022,13.463934426229509,15,47.0,3,26.524590163934427,189.75
Haryana,Panchkula,2023,12.381967213114754,25,31.1,4,27.42622950819672,198.92
Haryana,Panchkula,2024,12.947540983606556,17,0.0,0,29.011475409836066,216.15
Haryana,Panipat,2015,11.995081967213116,21,10.3,2,30.58688524590164,243.8
Haryana,Panipat,2016,12.155737704918034,21,13.900000000000002,3,30.585245901639347,253.51
Haryana,Panipat,2017,10.922950819672131,25,0.8,0,28.87377049180328,210.03
Haryana,Panipat,2018,12.627868852459017,15,21.8,3,28.10655737704918,205.69
Haryana,Panipat,2019,13.14590163934426,17,54.5,7,28.95245901639344,208.38
Haryana,Panipat,2020,11.601639344262296,16,15.3,2,28.522950819672133,222.66
Haryana,Panipat,2021,13.036065573770491,12,50.3,4,28.704918032786885,209.8
Haryana,Panipat,2022,13.172131147540984,12,29.1,4,28.404918032786885,201.48
Haryana,Panipat,2023,11.881967213114754,23,19.7,5,28.29672131147541,198.68
Haryana,Panipat,2024,10.6672131147541,32,0.1,0,29.4672131147541,201.89
Haryana,Rewari,2015,12.3327868852459,16,12.3,4,31.257377049180327,260.59
Haryana,Rewari,2016,12.259016393442622,20,14.9,2,31.536065573770493,273.28
Haryana,Rewari,2017,11.778688524590164,18,0.6,0,31.232786885245904,251.7
Haryana,Rewari,2018,12.067213114754098,15,0.9,0,29.91639344262295,231.33
Haryana,Rewari,2019,12.5327868852459,12,39.1,6,29.79672131147541,214.72
Haryana,Rewari,2020,12.068852459016394,10,15.4,3,29.678688524590164,244.47
Haryana,Rewari,2021,12.545901639344262,14,17.0,2,29.554098360655736,232.56
Haryana,Rewari,2022,12.40655737704918,14,81.7,6,28.611475409836064,211.66
Haryana,Rewari,2023,12.50983606557377,17,41.0,6,29.601639344262296,227.88
Haryana,Rewari,2024,10.624590163934426,30,0.0,0,30.68032786885246,225.77
Haryana,Rohtak,2015,11.859016393442625,24,12.5,3,30.659016393442624,245.69
Haryana,Rohtak,2016,12.465573770491805,21,10.8,1,31.331147540983608,265.07
Haryana,Rohtak,2017,11.97704918032787,17,2.4,1,30.73606557377049,234.29
Haryana,Rohtak,2018,12.065573770491802,19,12.5,4,29.07049180327869,213.82
Haryana,Rohtak,2019,12.637704918032789,15,54.7,8,29.201639344262293,207.17
Haryana,Rohtak,2020,11.801639344262297,17,26.3,2,29.29016393442623,235.22
Haryana,Rohtak,2021,12.542622950819672,12,27.3,4,29.0327868852459,213.82
Haryana,Rohtak,2022,12.79016393442623,11,38.1,5,28.757377049180327,206.01
Haryana,Rohtak,2023,12.031147540983609,22,16.0,5,29.154098360655738,210.52
Haryana,Rohtak,2024,11.062295081967212,28,0.0,0,30.455737704918032,215.76
Haryana,Sirsa,2015,12.108196721311476,20,5.2,0,31.518032786885243,258.57
Haryana,Sirsa,2016,11.52622950819672,24,9.8,1,32.38196721311476,269.41
Haryana,Sirsa,2017,10.80655737704918,26,2.2,1,30.250819672131147,223.33
Haryana,Sirsa,2018,12.555737704918032,9,1.3,0,30.749180327868853,237.81
Haryana,Sirsa,2019,12.29016393442623,19,29.8,8,29.314754098360652,208.52
Haryana,Sirsa,2020,11.636065573770493,9,23.0,3,30.734426229508195,255.33
Haryana,Sirsa,2021,11.97704918032787,17,22.9,5,28.767213114754096,210.62
Haryana,Sirsa,2022,11.99016393442623,21,4.5,1,29.270491803278688,216.0
Haryana,Sirsa,2023,11.78032786885246,18,22.7,6,28.975409836065573,204.5
Haryana,Sirsa,2024,10.640983606557375,35,0.5,0,31.48032786885246,224.0
Haryana,Sonipat,2015,11.518032786885248,27,12.4,3,30.414754098360653,239.46
Haryana,Sonipat,2016,11.929508196721311,25,9.7,2,30.654098360655738,251.98
Haryana,Sonipat,2017,10.837704918032788,27,1.2,0,28.965573770491805,211.68
Haryana,Sonipat,2018,12.368852459016392,18,5.5,2,28.27540983606557,205.97
Haryana,Sonipat,2019,12.740983606557378,19,42.2,6,28.90655737704918,207.85
Haryana,Sonipat,2020,12.004918032786884,14,20.5,2,29.036065573770493,231.3
Haryana,Sonipat,2021,12.775409836065574,14,57.6,4,28.401639344262296,206.4
Haryana,Sonipat,2022,12.831147540983608,15,48.8,6,28.229508196721312,199.66
Haryana,Sonipat,2023,11.968852459016391,21,24.9,4,28.508196721311474,201.77
Haryana,Sonipat,2024,10.855737704918033,32,0.2,0,29.75573770491803,207.1
Haryana,Yamunanagar,2015,11.252459016393445,30,20.6,4,28.6327868852459,211.96
Haryana,Yamunanagar,2016,12.491803278688524,22,2.6,1,29.544262295081968,235.51
Haryana,Yamunanagar,2017,11.70983606557377,25,0.3,0,27.865573770491803,202.15
Haryana,Yamunanagar,2018,13.524590163934429,18,7.0,2,27.47213114754098,203.72
Haryana,Yamunanagar,2019,13.740983606557378,22,28.700000000000003,4,26.942622950819672,189.9
Haryana,Yamunanagar,2020,12.35409836065574,22,16.6,2,27.78852459016393,212.65
Haryana,Yamunanagar,2021,12.81311475409836,15,77.6,4,27.68032786885246,190.48
Haryana,Yamunanagar,2022,13.042622950819672,19,41.400000000000006,7,27.30163934426229,181.08
Haryana,Yamunanagar,2023,11.657377049180328,25,27.9,3,27.677049180327867,183.87
Haryana,Yamunanagar,2024,10.783606557377048,35,0.6,0,28.014754098360655,181.35
Punjab,Amritsar,2015,10.429508196721311,37,75.7,7,27.445901639344264,192.24
Punjab,Amritsar,2016,9.991803278688524,35,7.9,2,29.931147540983606,216.98
Punjab,Amritsar,2017,9.926229508196721,38,17.099999999999998,3,28.391803278688528,190.02
Punjab,Amritsar,2018,11.175409836065574,25,32.2,3,27.062295081967214,184.29
Punjab,Amritsar,2019,10.649180327868853,34,92.5,11,27.088524590163935,169.78
Punjab,Amritsar,2020,11.09672131147541,15,29.0,3,28.855737704918035,207.08
Punjab,Amritsar,2021,11.063934426229508,23,71.6,7,27.737704918032787,179.16
Punjab,Amritsar,2022,11.537704918032786,29,80.2,7,27.211475409836066,171.1
Punjab,Amritsar,2023,11.759016393442622,23,119.80000000000001,8,27.021311475409835,160.91
Punjab,Amritsar,2024,10.200000000000001,43,13.799999999999999,2,29.40655737704918,180.47
Punjab,Barnala,2015,10.555737704918032,33,34.3,6,29.00983606557377,214.4
Punjab,Barnala,2016,11.186885245901639,20,1.9,0,31.313114754098358,249.5
Punjab,Barnala,2017,10.578688524590163,21,13.5,1,29.267213114754096,202.26
Punjab,Barnala,2018,11.593442622950821,15,4.5,1,28.398360655737704,197.3
Punjab,Barnala,2019,11.018032786885247,27,56.9,8,28.124590163934425,183.37
Punjab,Barnala,2020,11.755737704918033,12,33.0,4,30.185245901639345,240.09
Punjab,Barnala,2021,11.58688524590164,18,72.5,4,28.39016393442623,195.1
Punjab,Barnala,2022,11.847540983606558,14,27.1,6,28.11967213114754,186.19
Punjab,Barnala,2023,11.065573770491802,26,35.800000000000004,7,28.6327868852459,187.48
Punjab,Barnala,2024,10.036065573770493,35,5.6000000000000005,1,31.204918032786885,209.58
Punjab,Bathinda,2015,11.3327868852459,27,21.0,3,30.68360655737705,235.05
Punjab,Bathinda,2016,11.168852459016392,23,2.0,1,31.785245901639346,254.55
Punjab,Bathinda,2017,10.69672131147541,22,3.5,1,29.944262295081966,212.79
Punjab,Bathinda,2018,11.540983606557377,16,8.5,3,29.413114754098363,211.84
Punjab,Bathinda,2019,12.257377049180329,20,55.2,10,28.93606557377049,196.78
Punjab,Bathinda,2020,11.836065573770492,9,29.7,3,29.98032786885246,239.9
Punjab,Bathinda,2021,12.014754098360655,11,47.7,3,28.811475409836067,209.42
Punjab,Bathinda,2022,12.222950819672132,18,9.8,2,29.06393442622951,209.22
Punjab,Bathinda,2023,11.544262295081968,18,19.200000000000003,7,29.014754098360658,201.81
Punjab,Bathinda,2024,10.018032786885247,36,1.2000000000000002,0,31.124590163934425,214.71
Punjab,Faridkot,2015,10.845901639344262,31,14.5,5,30.318032786885247,228.18
Punjab,Faridkot,2016,10.6,27,1.0,0,31.516393442622952,245.41
Punjab,Faridkot,2017,10.270491803278688,29,11.1,1,30.31967213114754,215.36
Punjab,Faridkot,2018,12.049180327868852,13,20.0,3,29.81639344262295,217.87
Punjab,Faridkot,2019,11.306557377049181,24,42.1,7,28.463934426229507,186.59
Punjab,Faridkot,2020,11.470491803278689,15,20.3,3,29.82950819672131,232.17
Punjab,Faridkot,2021,12.019672131147543,14,70.3,3,29.30655737704918,209.1
Punjab,Faridkot,2022,11.898360655737704,18,23.400000000000002,4,28.827868852459016,199.64
Punjab,Faridkot,2023,11.891803278688524,19,32.0,5,28.768852459016394,191.97
Punjab,Faridkot,2024,9.901639344262295,40,1.8,1,30.626229508196722,202.28
Punjab,Fatehgarh Sahib,2015,11.898360655737704,21,29.5,6,28.962295081967213,216.87
Punjab,Fatehgarh Sahib,2016,12.99016393442623,17,2.3,1,30.821311475409836,253.42
Punjab,Fatehgarh Sahib,2017,11.080327868852459,21,4.2,3,28.218032786885246,199.93
Punjab,Fatehgarh Sahib,2018,12.185245901639343,18,30.5,6,27.24426229508197,193.79
Punjab,Fatehgarh Sahib,2019,12.70327868852459,11,54.400000000000006,8,26.809836065573773,180.2
Punjab,Fatehgarh Sahib,2020,12.091803278688525,13,24.3,4,28.804918032786883,229.46
Punjab,Fatehgarh Sahib,2021,12.204918032786885,14,83.7,6,27.68032786885246,184.83
Punjab,Fatehgarh Sahib,2022,12.598360655737705,13,48.4,9,27.24098360655738,174.57999999999998
Punjab,Fatehgarh Sahib,2023,11.960655737704919,20,29.5,2,28.67049180327869,189.63
Punjab,Fatehgarh Sahib,2024,11.198360655737705,28,0.0,0,29.52786885245902,195.3
Punjab,Fazilka,2015,10.659016393442624,33,9.3,3,30.495081967213114,236.02
Punjab,Fazilka,2016,9.950819672131148,35,3.0,0,31.314754098360655,237.9
Punjab,Fazilka,2017,10.418032786885245,30,3.8,2,30.465573770491805,220.02
Punjab,Fazilka,2018,11.672131147540984,12,3.5,1,30.036065573770493,224.54
Punjab,Fazilka,2019,11.768852459016394,29,29.099999999999998,6,29.28360655737705,197.41
Punjab,Fazilka,2020,11.198360655737705,17,11.700000000000001,2,30.468852459016393,242.52
Punjab,Fazilka,2021,11.422950819672131,20,24.0,5,29.321311475409836,209.96
Punjab,Fazilka,2022,12.065573770491802,18,25.7,3,29.97377049180328,216.01
Punjab,Fazilka,2023,12.11967213114754,20,34.199999999999996,6,29.267213114754096,198.82
Punjab,Fazilka,2024,10.218032786885246,36,6.2,1,31.518032786885243,212.63
Punjab,Firozpur,2015,9.988524590163934,39,57.300000000000004,6,29.64918032786885,214.15
Punjab,Firozpur,2016,10.281967213114754,32,1.6,0,31.403278688524587,234.98
Punjab,Firozpur,2017,10.37049180327869,25,3.3,1,29.8672131147541,206.63
Punjab,Firozpur,2018,11.231147540983606,20,9.5,1,29.263934426229508,207.04
Punjab,Firozpur,2019,10.767213114754098,31,71.2,8,28.39672131147541,183.16
Punjab,Firozpur,2020,11.08688524590164,17,11.9,2,30.17377049180328,228.83
Punjab,Firozpur,2021,11.588524590163933,20,36.8,4,29.091803278688523,199.8
Punjab,Firozpur,2022,11.29672131147541,18,21.0,5,28.61639344262295,192.57
Punjab,Firozpur,2023,11.87704918032787,24,55.8,7,28.35737704918033,181.25
Punjab,Firozpur,2024,10.1672131147541,39,13.1,2,30.41639344262295,192.71
Punjab,Gurdaspur,2015,10.077049180327869,37,46.7,8,27.191803278688525,185.95
Punjab,Gurdaspur,2016,9.71967213114754,42,5.4,2,29.18032786885246,204.97
Punjab,Gurdaspur,2017,9.575409836065575,41,17.8,3,28.208196721311477,186.89
Punjab,Gurdaspur,2018,10.968852459016393,31,34.7,2,26.824590163934424,179.19
Punjab,Gurdaspur,2019,10.109836065573772,39,100.89999999999999,7,26.52950819672131,163.99
Punjab,Gurdaspur,2020,10.81639344262295,22,30.3,3,28.72295081967213,202.83
Punjab,Gurdaspur,2021,10.852459016393443,31,71.5,7,26.762295081967213,166.24
Punjab,Gurdaspur,2022,11.055737704918032,34,41.9,9,26.640983606557377,162.01
Punjab,Gurdaspur,2023,11.381967213114754,39,53.3,6,26.614754098360656,154.62
Punjab,Gurdaspur,2024,9.78032786885246,44,4.5,1,28.940983606557378,172.52
Punjab,Hoshiarpur,2015,10.827868852459016,29,35.4,6,27.845901639344262,199.48
Punjab,Hoshiarpur,2016,11.90983606557377,18,1.3,0,30.26065573770492,229.56
Punjab,Hoshiarpur,2017,10.62295081967213,28,5.1,2,27.870491803278686,196.52
Punjab,Hoshiarpur,2018,11.795081967213115,23,15.3,2,26.522950819672133,187.96
Punjab,Hoshiarpur,2019,11.926229508196721,16,53.4,6,26.340983606557376,172.68
Punjab,Hoshiarpur,2020,12.136065573770491,13,22.3,4,28.732786885245904,222.04
Punjab,Hoshiarpur,2021,11.831147540983608,21,62.1,4,26.645901639344263,175.81
Punjab,Hoshiarpur,2022,12.577049180327869,21,48.6,7,26.385245901639344,167.99
Punjab,Hoshiarpur,2023,11.998360655737704,15,49.4,4,27.003278688524592,168.28
Punjab,Hoshiarpur,2024,10.87049180327869,31,0.9,0,28.831147540983608,185.54
Punjab,Jalandhar,2015,10.11967213114754,37,53.300000000000004,6,28.054098360655736,198.15
Punjab,Jalandhar,2016,10.62950819672131,23,5.3,2,30.531147540983607,228.92
Punjab,Jalandhar,2017,10.585245901639345,20,7.9,3,28.36229508196721,192.97
Punjab,Jalandhar,2018,11.547540983606558,14,24.9,5,27.413114754098363,189.5
Punjab,Jalandhar,2019,10.904918032786886,28,54.599999999999994,7,26.872131147540983,172.2
Punjab,Jalandhar,2020,11.259016393442622,8,24.2,4,28.775409836065574,212.83
Punjab,Jalandhar,2021,11.627868852459015,14,91.5,7,27.92295081967213,180.66
Punjab,Jalandhar,2022,11.944262295081968,23,38.1,9,27.604918032786887,172.74
Punjab,Jalandhar,2023,11.563934426229508,16,65.9,7,27.488524590163934,166.52
Punjab,Jalandhar,2024,10.040983606557377,41,7.2,2,29.591803278688523,184.16
Punjab,Kapurthala,2015,9.704918032786885,42,56.9,6,27.870491803278686,192.51
Punjab,Kapurthala,2016,10.21311475409836,33,2.5,1,30.67049180327869,224.12
Punjab,Kapurthala,2017,9.821311475409836,39,11.4,3,28.252459016393445,188.27
Punjab,Kapurthala,2018,11.40983606557377,17,25.599999999999998,6,27.22622950819672,183.94
Punjab,Kapurthala,2019,10.498360655737704,33,93.10000000000001,11,26.667213114754098,167.01
Punjab,Kapurthala,2020,10.937704918032788,16,22.2,4,28.86393442622951,208.02
Punjab,Kapurthala,2021,11.267213114754098,15,117.6,7,28.021311475409835,178.78
Punjab,Kapurthala,2022,11.480327868852457,21,52.2,8,27.719672131147544,171.67
Punjab,Kapurthala,2023,11.595081967213114,31,85.3,8,27.57049180327869,164.29
Punjab,Kapurthala,2024,9.518032786885247,41,3.3,0,29.35081967213115,179.48
Punjab,Ludhiana,2015,10.567213114754098,33,57.0,6,28.29344262295082,205.21
Punjab,Ludhiana,2016,11.20327868852459,25,2.4,1,30.64262295081967,238.28
Punjab,Ludhiana,2017,10.295081967213115,24,7.4,2,28.568852459016394,197.3
