state,district,year,wind_mean,wind_calm_days,precip_sum,rain_days,tmax_mean,et0_sum
Punjab,Ludhiana,2018,11.542622950819673,18,14.0,4,27.460655737704915,193.31
Punjab,Ludhiana,2019,11.222950819672132,18,46.3,7,27.218032786885246,178.75
Punjab,Ludhiana,2020,11.478688524590165,11,22.7,4,29.11639344262295,224.1
Punjab,Ludhiana,2021,11.609836065573772,12,54.800000000000004,4,27.99344262295082,185.26
Punjab,Ludhiana,2022,11.718032786885246,20,54.9,5,27.70327868852459,176.7
Punjab,Ludhiana,2023,11.750819672131147,22,39.0,4,28.372131147540983,181.51
Punjab,Ludhiana,2024,10.175409836065574,39,1.2,0,29.985245901639342,192.17
Punjab,Mansa,2015,11.457377049180327,24,21.9,5,30.61639344262295,236.5
Punjab,Mansa,2016,11.831147540983608,18,0.8,0,31.98032786885246,262.46
Punjab,Mansa,2017,11.147540983606557,24,8.1,2,30.314754098360655,221.63
Punjab,Mansa,2018,12.775409836065574,11,6.1,2,29.534426229508195,216.60999999999999
Punjab,Mansa,2019,12.354098360655739,15,45.7,8,29.008196721311474,201.02
Punjab,Mansa,2020,12.00327868852459,14,17.1,3,30.037704918032787,244.95
Punjab,Mansa,2021,12.368852459016393,14,20.2,4,28.97213114754098,210.41
Punjab,Mansa,2022,12.459016393442623,17,6.0,1,29.152459016393443,210.63
Punjab,Mansa,2023,11.814754098360657,19,28.8,3,28.934426229508198,202.09
Punjab,Mansa,2024,10.352459016393443,37,0.4,0,31.12295081967213,217.98
Punjab,Moga,2015,10.142622950819673,36,37.3,7,28.814754098360655,208.27
Punjab,Moga,2016,10.495081967213116,30,2.0,0,31.114754098360656,236.96
Punjab,Moga,2017,9.90983606557377,33,7.3,3,29.601639344262296,204.56
Punjab,Moga,2018,11.693442622950819,18,7.4,2,29.67049180327869,213.25
Punjab,Moga,2019,10.863934426229509,29,68.89999999999999,9,28.157377049180326,182.53
Punjab,Moga,2020,11.299999999999999,12,12.4,4,30.272131147540982,236.89
Punjab,Moga,2021,11.693442622950819,20,35.800000000000004,4,29.347540983606557,205.0
Punjab,Moga,2022,11.549180327868852,17,38.2,6,28.491803278688526,190.38
Punjab,Moga,2023,11.444262295081968,28,57.099999999999994,6,28.588524590163935,185.53
Punjab,Moga,2024,10.01639344262295,36,1.1,0,30.947540983606558,202.3
Punjab,Muktsar,2015,11.23606557377049,30,9.8,3,30.813114754098358,241.24
Punjab,Muktsar,2016,10.6672131147541,29,2.6,0,31.475409836065573,246.51
Punjab,Muktsar,2017,10.806557377049181,24,3.4000000000000004,1,30.49016393442623,221.05
Punjab,Muktsar,2018,12.045901639344262,19,3.1999999999999997,1,29.832786885245902,218.77
Punjab,Muktsar,2019,11.875409836065574,27,45.6,7,29.114754098360656,196.95
Punjab,Muktsar,2020,11.642622950819673,13,14.1,2,30.483606557377048,243.71
Punjab,Muktsar,2021,11.813114754098361,16,45.2,4,29.02786885245902,209.35
Punjab,Muktsar,2022,11.775409836065574,22,22.1,4,29.578688524590163,212.01
Punjab,Muktsar,2023,12.154098360655738,15,33.4,6,29.198360655737705,199.38
Punjab,Muktsar,2024,10.216393442622952,34,2.6,1,31.578688524590163,216.0
Punjab,Pathankot,2015,9.557377049180328,41,24.7,8,26.057377049180328,182.38
Punjab,Pathankot,2016,8.970491803278689,47,2.8,1,27.554098360655736,198.75
Punjab,Pathankot,2017,10.09016393442623,38,18.8,6,27.062295081967214,193.62
Punjab,Pathankot,2018,11.722950819672132,39,63.9,7,25.818032786885247,186.53
Punjab,Pathankot,2019,11.378688524590164,34,138.5,14,25.250819672131147,163.44
Punjab,Pathankot,2020,10.131147540983607,40,38.7,3,26.177049180327867,189.33
Punjab,Pathankot,2021,10.729508196721312,45,107.5,8,25.78688524590164,167.37
Punjab,Pathankot,2022,11.445901639344264,43,57.199999999999996,9,25.40983606557377,162.78
Punjab,Pathankot,2023,11.491803278688524,44,94.69999999999999,9,25.8,161.73
Punjab,Pathankot,2024,9.301639344262295,48,14.100000000000001,4,27.219672131147544,171.28
Punjab,Patiala,2015,11.349180327868853,25,55.7,5,29.04590163934426,220.17
Punjab,Patiala,2016,12.081967213114755,16,3.7,2,30.57377049180328,247.16
Punjab,Patiala,2017,10.6,25,6.6,2,29.10983606557377,205.34
Punjab,Patiala,2018,11.791803278688525,13,17.7,6,27.881967213114752,198.03
Punjab,Patiala,2019,12.275409836065574,14,72.2,10,28.10983606557377,189.69
Punjab,Patiala,2020,11.79672131147541,14,14.7,3,29.232786885245904,229.51
Punjab,Patiala,2021,12.181967213114755,9,85.2,6,28.242622950819673,192.10999999999999
Punjab,Patiala,2022,12.362295081967213,16,38.0,3,28.139344262295083,186.82
Punjab,Patiala,2023,11.185245901639343,26,38.7,6,28.66393442622951,191.85
Punjab,Patiala,2024,10.391803278688524,34,1.0,0,30.314754098360655,204.17
Punjab,Rupnagar,2015,10.437704918032788,34,17.599999999999998,5,28.291803278688523,205.74
Punjab,Rupnagar,2016,11.559016393442624,23,1.5,0,30.29344262295082,234.52
Punjab,Rupnagar,2017,10.124590163934426,31,1.5,0,28.685245901639345,195.77
Punjab,Rupnagar,2018,11.657377049180328,18,17.2,4,27.860655737704917,194.92
Punjab,Rupnagar,2019,10.967213114754099,27,53.9,6,27.096721311475413,174.84
Punjab,Rupnagar,2020,11.299999999999999,18,32.800000000000004,4,29.20983606557377,215.79
Punjab,Rupnagar,2021,10.90983606557377,24,53.0,3,27.537704918032787,173.07
Punjab,Rupnagar,2022,11.447540983606556,24,65.4,6,27.624590163934425,170.77
Punjab,Rupnagar,2023,10.762295081967213,24,16.7,2,28.19344262295082,171.7
Punjab,Rupnagar,2024,10.822950819672132,27,0.1,0,30.373770491803278,194.81
Punjab,Sahibzada Ajit Singh Nagar,2015,11.79016393442623,21,10.8,3,29.04754098360656,222.0
Punjab,Sahibzada Ajit Singh Nagar,2016,13.306557377049181,15,3.2,1,30.38360655737705,254.71
Punjab,Sahibzada Ajit Singh Nagar,2017,13.245901639344263,9,1.6,0,28.055737704918034,211.82
Punjab,Sahibzada Ajit Singh Nagar,2018,14.218032786885246,8,33.7,5,27.088524590163935,205.39000000000001
Punjab,Sahibzada Ajit Singh Nagar,2019,14.649180327868853,6,67.8,9,26.74590163934426,190.16
Punjab,Sahibzada Ajit Singh Nagar,2020,13.754098360655737,12,25.0,4,28.400000000000002,239.66
Punjab,Sahibzada Ajit Singh Nagar,2021,14.216393442622952,11,101.9,3,27.20655737704918,190.6
Punjab,Sahibzada Ajit Singh Nagar,2022,14.70327868852459,4,75.1,6,27.129508196721314,186.06
Punjab,Sahibzada Ajit Singh Nagar,2023,13.139344262295081,15,29.5,4,28.018032786885243,191.53
Punjab,Sahibzada Ajit Singh Nagar,2024,12.595081967213114,18,0.30000000000000004,0,28.742622950819673,198.4
Punjab,Sangrur,2015,10.608196721311476,29,37.5,6,29.040983606557376,216.1
Punjab,Sangrur,2016,11.218032786885246,22,2.0,1,30.903278688524587,245.77
Punjab,Sangrur,2017,10.465573770491803,27,11.0,2,29.82622950819672,212.64
Punjab,Sangrur,2018,12.018032786885247,15,19.9,3,28.83606557377049,207.55
Punjab,Sangrur,2019,11.616393442622952,20,69.8,9,28.19344262295082,187.65
Punjab,Sangrur,2020,11.898360655737704,15,36.1,4,30.40983606557377,246.82
Punjab,Sangrur,2021,11.888524590163936,15,60.9,4,28.544262295081968,201.4
Punjab,Sangrur,2022,12.060655737704918,23,14.0,1,28.524590163934427,197.39000000000001
Punjab,Sangrur,2023,10.926229508196721,25,39.6,6,28.537704918032787,191.67
Punjab,Sangrur,2024,10.873770491803278,34,1.1,0,30.942622950819672,212.18
Punjab,Shahid Bhagat Singh Nagar,2015,9.911475409836067,34,27.4,6,28.660655737704918,203.38
Punjab,Shahid Bhagat Singh Nagar,2016,10.854098360655739,25,3.4000000000000004,1,31.01311475409836,233.43
Punjab,Shahid Bhagat Singh Nagar,2017,10.368852459016393,32,0.2,0,28.044262295081968,194.84
Punjab,Shahid Bhagat Singh Nagar,2018,11.916393442622951,12,26.4,5,26.978688524590165,191.27
Punjab,Shahid Bhagat Singh Nagar,2019,11.418032786885245,20,60.2,8,26.524590163934427,173.79
Punjab,Shahid Bhagat Singh Nagar,2020,11.424590163934425,14,27.8,4,28.483606557377048,218.12
Punjab,Shahid Bhagat Singh Nagar,2021,11.432786885245902,20,113.7,5,26.963934426229507,174.24
Punjab,Shahid Bhagat Singh Nagar,2022,11.640983606557377,17,54.8,3,26.791803278688523,169.04
Punjab,Shahid Bhagat Singh Nagar,2023,11.440983606557376,29,24.9,4,28.022950819672133,175.09
Punjab,Shahid Bhagat Singh Nagar,2024,10.595081967213114,30,0.0,0,29.118032786885248,185.77
Punjab,Tarn Taran,2015,9.819672131147541,42,59.1,4,28.58032786885246,204.02
Punjab,Tarn Taran,2016,10.154098360655738,33,2.5,0,30.729508196721312,227.51
Punjab,Tarn Taran,2017,9.824590163934426,39,11.2,3,28.821311475409836,194.0
Punjab,Tarn Taran,2018,11.20983606557377,23,13.1,4,28.318032786885247,195.12
Punjab,Tarn Taran,2019,10.881967213114754,31,65.4,9,27.868852459016395,177.37
Punjab,Tarn Taran,2020,11.142622950819673,24,19.5,3,30.181967213114753,227.74
Punjab,Tarn Taran,2021,11.439344262295082,17,77.9,4,28.45409836065574,188.75
Punjab,Tarn Taran,2022,11.616393442622952,29,15.399999999999999,3,28.421311475409837,185.78
Punjab,Tarn Taran,2023,11.770491803278688,29,92.2,8,28.114754098360656,174.93
Punjab,Tarn Taran,2024,10.224590163934426,39,5.2,2,29.991803278688526,186.91
